14:56发布,Python工程师,成都·锦江区,15k-30k,经验3-5年 / 本科,希望金科,移动互联网 金融 / 不需要融资 / 150-500人,后端,"六险一金,实力平台,牛人团队,技术氛围好"
15:48发布,Python开发工程师,上海·同乐坊,15k-25k,经验3-5年 / 本科,Student.com,电子商务 / C轮 / 50-150人,后端MySQL搜索,"活力团队，弹性工作，发展空间大"
10:44发布,Python开发工程师,北京·西北旺,18k-36k,经验3-5年 / 本科,Aibee,移动互联网,企业服务 / 天使轮 / 50-150人,后端服务器端客户端,"初创公司,技术驱动"
1天前发布,Python开发工程师—上海,上海·塘桥,10k-20k,经验1-3年 / 本科,优维科技,移动互联网,企业服务 / B轮 / 50-150人,大数据,"带薪年假,年度旅游,五险一金"
10:11发布,Python开发,上海·浦东新区,8k-11k,经验1-3年 / 本科,上海驰勤,移动互联网,电子商务 / 未融资 / 50-150人,企业服务后端Linux/UnixGO,"带薪年假 绩效奖金 满年调薪 交通便利"
1天前发布,Python 开发工程师,杭州·滨江区,10k-20k,经验3-5年 / 本科,H3C,移动互联网,信息安全 / 上市公司 / 2000人以上,云计算大数据爬虫机器学习,"高成长性,福利好"
09:08发布,python开发工程师,上海·江湾,25k-40k,经验5-10年 / 本科,速石科技,企业服务 / 天使轮 / 少于15人,云计算大数据Linux/UnixdockerGolang,"精英团队,先进项目,环境优越,试用期全薪"
2天前发布,Python工程师,天津·国际大厦,10k-20k,经验1-3年 / 本科,联合咨询,金融,数据服务 / 不需要融资 / 50-150人,爬虫网络爬虫搜索全栈,"技术导向,扁平管理,用餐免费,福利补贴"
2天前发布,Python,西安·高新技术产业开发区,8k-15k,经验1-3年 / 大专,艾润物联,移动互联网,生活服务 / A轮 / 150-500人,节日礼物年底双薪专项奖金年度旅游,"竞争力的薪资，弹性工作时间和开放办公环境"
09:35发布,Python,上海·复旦大学,15k-30k,经验3-5年 / 本科,亿可能源,移动互联网,数据服务 / A轮 / 50-150人,JavaMySQL,"技术大牛"
2天前发布,Python开发工程师,上海·闸北公园,15k-25k,经验1-3年 / 本科,易居中国-创新研发中心,移动互联网,电子商务 / 上市公司 / 2000人以上,后端Golang,"上市公司,公司氛围好,平台大,技术牛"
10:37发布,Python开发工程师,苏州·独墅湖,10k-20k,经验1-3年 / 本科,图玛深维,其他 / B轮 / 50-150人,QTC++,"AI,技术大牛"
1天前发布,Python开发工程师,上海·闵行区,12k-20k,经验1-3年 / 本科,隆霁信息,教育 移动互联网 / 不需要融资 / 15-50人,教育移动互联网Linux/UnixMySQL后端,"团队氛围好 年底双薪 五险一金"
14:56发布,Python高级工程师,成都·锦江区,20k-40k,经验5-10年 / 本科,希望金科,移动互联网 金融 / 不需要融资 / 150-500人,后端,"六险一金,实力平台,牛人团队,技术氛围好"
2天前发布,Python 开发工程师,北京·朝外,18k-20k,经验5-10年 / 本科,绫致时装（天津）有限公司,电子商务,O2O / 不需要融资 / 2000人以上,Linux/UnixMySQL,"发展前景好"
2天前发布,python,北京·东城区,20k-40k,经验不限 / 本科,客知音,企业服务,移动互联网 / A轮 / 15-50人,年终分红带薪年假交通补助午餐补助,"人工智能；技术驱动；大牛带队；福利多多"
2天前发布,Python开发工程师,北京·朝阳区,20k-30k,经验3-5年 / 本科,The ONE,硬件,教育 / C轮 / 500-2000人,优秀团队技术大牛多五险一金弹性工作,"五险一金,交通补助,午晚餐"
14:57发布,Python研发工程师,北京·中关村,15k-25k,经验1-3年 / 本科,Gridsum 国双,数据服务,企业服务 / 上市公司 / 500-2000人,云计算移动互联网JSMySQL,"六险一金,节日福利,带薪休假,餐补"
11:44发布,Python工程师,深圳·科技园,13k-25k,经验1-3年 / 本科,先健互联网,金融,医疗健康 / A轮 / 150-500人,医疗健康大数据数据挖掘数据分析数据处理,"互联网医疗,上市背景,领头企业,行业大拿"
1天前发布,python工程师(J11548),北京·大山子,25k-40k,经验3-5年 / 本科,便利蜂,移动互联网,生活服务 / 不需要融资 / 2000人以上,弹性工作美女多帅哥多领导好,"五险一金"
14:49发布,Python开发工程师,北京·西北旺,15k-28k,经验3-5年 / 本科,轻易贷,金融 / 上市公司 / 2000人以上,JavaPHP,"弹性工作制,扁平化管理,绩效奖金"
1天前发布,Python软件研发工程师,长沙·长沙县,8k-16k,经验3-5年 / 大专,天河国云,移动互联网,金融 / 天使轮 / 50-150人,Linux/Unix区块链,"行业火,氛围棒,福利全,五险一金"
10:00发布,python开发工程师,广州·员村,15k-20k,经验3-5年 / 大专,原力互娱,移动互联网 / 上市公司 / 500-2000人,游戏运维Linux,"上市公司,周末双休,包三餐,团队氛围好"
1天前发布,Python开发师,上海·徐汇区,15k-30k,经验3-5年 / 本科,问卷网@爱调研,移动互联网 / B轮 / 150-500人,Java,"五险一金,季度旅游,节日福利,带薪年假"
11:33发布,Python研发工程师（中高级）,北京·四惠,15k-25k,经验3-5年 / 本科,掌阅,移动互联网 / 上市公司 / 500-2000人,专项奖金带薪年假年度旅游扁平管理,"管理扁平化,发展机会佳,薪资待遇好"
1天前发布,Python开发工程师,西安·高新技术产业开发区,8k-15k,经验1-3年 / 本科,润和软件,移动互联网 / 上市公司 / 2000人以上,JSRuby,"主动性强,学历能力"
15:16发布,Python开发工程师,北京·北京站,20k-40k,经验1-3年 / 大专,智水互娱,游戏 / 不需要融资 / 15-50人,Java,"海外,高薪"
09:42发布,Python开发工程师,成都·中和,8k-15k,经验3-5年 / 大专,易路,移动互联网,企业服务 / A轮 / 50-150人,Java,"弹性工时/年轻团队/人性管理/高端客户群"
13:32发布,Python开发工程师,北京·望京,15k-29k,经验1-3年 / 本科,乐聘网络科技,移动互联网,广告营销 / 不需要融资 / 150-500人,大数据,"发展前景好"
1天前发布,Python开发工程师（南京）,南京·铁心桥,10k-18k,经验1-3年 / 本科,飞常准,移动互联网 / A轮 / 150-500人,Java数据库,"弹性工作"
1天前发布,Python中级工程师,廊坊·广阳区,8k-10k,经验1-3年 / 本科,ZingFront智线,移动互联网,数据服务 / A轮 / 50-150人,JavaPHP,"五险一金,带薪年假,技术成长,晋升空间大"
2018-10-17,Python工程师,西安·科技二路,8k-15k,经验1-3年 / 大专,晟运通科技,电子商务 / 未融资 / 150-500人,大数据Hadoop,"五险一金,法定双休,节日福利,平台晋升"
1天前发布,高级Python开发工程师,郑州·东明路,7k-10k,经验1-3年 / 大专,郑州创恒实业有限公司,移动互联网 / 未融资 / 150-500人,云计算MySQL云计算爬虫,"高级"
2天前发布,Python工程师,北京·大望路,20k-40k,经验3-5年 / 不限,诸葛找房网,移动互联网,生活服务 / B轮 / 150-500人,后端docker,"六险一金,住房补贴,节日福利,一日三餐"
11:37发布,Python开发工程师(J10100),北京·西二旗,15k-30k,经验3-5年 / 大专,会分期,移动互联网、金融 / D轮及以上 / 150-500人,电商房产服务,"五险一金,十四薪,弹性工作"
1天前发布,Python开发工程师,苏州·独墅湖,10k-20k,经验1-3年 / 本科,问卷网@爱调研,移动互联网 / B轮 / 150-500人,后端平台,"五险一金,福利多多,晋升通道"
11:33发布,高级Python研发工程师,北京·四惠,25k-35k,经验3-5年 / 本科,掌阅,移动互联网 / 上市公司 / 500-2000人,云计算Java云计算,"扁平化管理,福利待遇佳,学习氛围好,晋升空间大"
2天前发布,Python开发工程师,武汉·江夏区,10k-15k,经验1-3年 / 本科,猫头鹰团队,移动互联网,社交网络 / A轮 / 50-150人,JavaMySQL,"年终奖金,五险一金,弹性时间,零食水果"
1天前发布,资深Python研发工程师,北京·中关村,20k-40k,经验3-5年 / 本科,Gridsum 国双,数据服务,企业服务 / 上市公司 / 500-2000人,后端平台云计算,"上市公司,六险一金,发挥空间,团队氛围"
2天前发布,python工程师（ai）,北京·东城区,20k-40k,经验不限 / 本科,客知音,企业服务,移动互联网 / A轮 / 15-50人,年终分红带薪年假交通补助午餐补助,"人工智能；技术驱动；大牛带队；福利多多"
14:22发布,高级python开发工程师,成都·高新区,10k-20k,经验3-5年 / 本科,萌想科技,招聘 / B轮 / 150-500人,移动互联网招聘后端移动开发,"周末双休,五险一金,年终奖,节日福利"
09:35发布,高级Python开发,上海·复旦大学,25k-35k,经验5-10年 / 本科,亿可能源,移动互联网,数据服务 / A轮 / 50-150人,Ruby,"部门负责人,核心成员"
1天前发布,Python开发工程师,北京·酒仙桥,20k-40k,经验3-5年 / 不限,奇虎360金融,移动互联网,金融 / 未融资 / 500-2000人,移动互联网Hadoop,"优秀团队,优秀项目"
14:44发布,Python工程师（中级）,上海·淮海路,10k-15k,经验3-5年 / 本科,italki,电子商务,教育 / A轮 / 50-150人,社交教育,"全球用户,在线教育,国际团队,福利满分"
14:51发布,高级Python工程师,北京·五道口,25k-35k,经验3-5年 / 本科,tataUFO,移动互联网,社交网络 / B轮 / 50-150人,MySQL,"8天年假,五险一金,扁平化管理,年终奖"
1天前发布,开发工程师（Python）,成都·高新区,7k-12k,经验1-3年 / 本科,金蜜工业卫士,移动互联网 / 未融资 / 500-2000人,后端Linux/UnixERP,"五险一金,周末双休,不加班,办公环境优"
2天前发布,Python中高级开发工程师,北京·大望路,15k-30k,经验5-10年 / 大专,乐飞天下,移动互联网,旅游 / 未融资 / 50-150人,后端MySQL数据挖掘,"五险一金 带薪假 海外旅游 节假福利"
13:01发布,Django/Python/后端开发,上海·静安寺,20k-35k,经验3-5年 / 本科,Seedlink,移动互联网,企业服务 / A轮 / 15-50人,股票期权扁平管理年终分红五险一金,"发展前景好、学习发展快"
14:32发布,python 高级工程师,北京·三里屯,20k-35k,经验3-5年 / 大专,北京乐途原动力,移动互联网,广告营销 / 未融资 / 50-150人,后端,"十五薪,打车补贴,双月奖金"
14:00发布,高级Python开发工程师,深圳·南山区,20k-25k,经验5-10年 / 本科,微思敦,移动互联网,广告营销 / 不需要融资 / 50-150人,大数据,"五险一金,周末双休,年终奖,出国游"
1天前发布,Python开发,上海·徐汇区,15k-30k,经验3-5年 / 本科,问卷网@爱调研,移动互联网 / B轮 / 150-500人,Java,"五险一金,季度旅游,生日会,带薪年假"
1天前发布,资深python开发工程师,北京·中关村,20k-30k,经验3-5年 / 本科,Gridsum 国双,数据服务,企业服务 / 上市公司 / 500-2000人,年度旅游节日礼物年底双薪带薪年假,"发挥空间 晋升空间 牛人多 团队优秀"
11:45发布,高级python开发工程师,深圳·科技园,18k-36k,经验3-5年 / 本科,达观数据,移动互联网 / B轮 / 50-150人,企业服务大数据后端C++机器学习,"人工智能,准独角兽,技术氛围浓,发展空间"
1天前发布,高级python研发工程师,北京·西三旗,20k-30k,经验3-5年 / 本科,源清慧虹,信息安全,数据服务 / B轮 / 50-150人,大数据数据架构数据分析数据库开发,"二次医疗,健身场所,福利补助"
1天前发布,资深python研发工程师,北京·CBD,28k-40k,经验5-10年 / 本科,中云网安,数据服务 / A轮 / 15-50人,信息安全,"技术前沿,人工智能"
11:45发布,Python开发工程师,北京·五道口,15k-30k,经验1-3年 / 本科,iHandy,移动互联网 / 不需要融资 / 150-500人,服务器端JavaNode.js,"六险一金,水果零食多,按摩椅,大牛云集"
08:56发布,Python web开发工程师,广州·天园,15k-25k,经验3-5年 / 本科,擎天柱,游戏 / 不需要融资 / 150-500人,游戏后端平台,"年底双薪,周末双休,节日福利,培训晋升"
1天前发布,高级python开发工程师,北京·大望路,15k-30k,经验1-3年 / 本科,她理财,移动互联网,金融 / A轮 / 50-150人,年底双薪节日礼物技能培训绩效奖金,"互联网金融 无天花板 六险一金 期权激励"
1天前发布,python/爬虫开发,杭州·仓前,8k-15k,经验1-3年 / 本科,康策网络,移动互联网,医疗健康 / 不需要融资 / 50-150人,Java,"数据抓取,pytho"
09:42发布,Python中级开发工程师,上海,10k-18k,经验1-3年 / 本科,易路,移动互联网,企业服务 / A轮 / 50-150人,技能培训年底双薪绩效奖金岗位晋升,"高薪福利，弹性工作，五险一金"
10:56发布,Java/Python开发工程师（19届）,北京·望京,12k-24k,经验应届毕业生 / 本科,陌陌,社交网络 / 上市公司 / 500-2000人,社交移动互联网,"每日下午茶,舒适的环境,可爱的伙伴"
10:15发布,Python高级开发工程师,广州·林和,10k-20k,经验3-5年 / 本科,乐至科技,移动互联网 / 不需要融资 / 15-50人,云计算Java云计算,"环境好,待遇优,福利好,人际简单"
2018-10-23,Python工程师,广州·东圃,12k-18k,经验不限 / 大专,广府数字,区块链 电子商务 / 未融资 / 15-50人,电商移动互联网,"打造千万级,原始股权,公司核心骨,报酬丰厚"
15:30发布,Python后端工程师,北京·海淀区,25k-40k,经验5-10年 / 本科,GeneDock,医疗健康,数据服务 / B轮 / 15-50人,股票期权带薪年假扁平管理定期体检,"五险一金,免费午餐,团队融洽,技术超前"
10:37发布,高级python开发工程师,深圳·南头,18k-30k,经验5-10年 / 本科,小橙奔跑,移动互联网,广告营销 / 天使轮 / 15-50人,后端服务器端,"年底双薪,五险一金,带薪年假,午餐补贴"
1天前发布,Python资深开发,上海·徐汇区,12k-24k,经验3-5年 / 本科,问卷网@爱调研,移动互联网 / B轮 / 150-500人,技能培训节日礼物年底双薪绩效奖金,"带薪年假,股票期权,下午茶,季度旅游"
1天前发布,资深python研发工程师,深圳·岗厦,20k-40k,经验5-10年 / 本科,Gridsum 国双,数据服务,企业服务 / 上市公司 / 500-2000人,大数据云计算,"上市公司 发挥空间 折腾技术 牛人多"
2018-10-16,Python高级开发工程师,北京·学院路,18k-36k,经验3-5年 / 本科,达观数据,移动互联网 / B轮 / 50-150人,大数据云计算C++后端NLP,"团队技术强,发展空间大,人工智能"
09:42发布,Python高级开发工程师,上海·虹桥,15k-20k,经验3-5年 / 本科,易路,移动互联网,企业服务 / A轮 / 50-150人,技能培训年底双薪绩效奖金岗位晋升,"弹性工作，带薪年假，股权激励机会。"
2天前发布,高级Python开发工程师,武汉·江夏区,15k-25k,经验3-5年 / 本科,猫头鹰团队,移动互联网,社交网络 / A轮 / 50-150人,Java,"五险一金,年终奖金,弹性时间,零食水果"
1天前发布,python工程师(北京),北京·苏州街,15k-25k,经验1-3年 / 本科,码隆科技,移动互联网 / B轮 / 50-150人,软件开发,"发展前景广阔"
2018-11-02,资深Python 工程师,北京·海淀区,14k-20k,经验1-3年 / 不限,鲸媒体,教育,移动互联网 / A轮 / 15-50人,Linux/Unix,"五险一金,员工福利,餐补,双休"
2018-10-08,python工程师,成都·春熙路,7k-13k,经验3-5年 / 本科,万众启源,金融,移动互联网 / 未融资 / 15-50人,C++JavaPHP,"年轻团队,扁平化管理,发展空间大,工作氛围好"
14:22发布,Python开发工程师,上海·徐汇区,10k-15k,经验1-3年 / 本科,百丽国际体育事业总部,文化娱乐 / 上市公司 / 2000人以上,带薪年假管理规范定期体检五险一金,"发展空间大"
09:50发布,python,武汉·洪山区,15k-25k,经验1-3年 / 本科,恋爱记,移动互联网,社交网络 / A轮 / 15-50人,爬虫Ruby,"弹性工作 周末双休"
04:00发布,python开发工程师,深圳·田贝,10k-15k,经验1-3年 / 本科,玺望网络科技,移动互联网 / 不需要融资 / 50-150人,"","ai"
10:03发布,Python开发工程师,宁波·鄞州区,5k-10k,经验1-3年 / 大专,乐普科技,移动互联网,O2O / 不需要融资 / 15-50人,后端,"工程师文化,有师傅带,五险一金"
09:58发布,Python高级研发工程师-度假事业部(J11528),北京·中关村,20k-40k,经验3-5年 / 本科,去哪儿网,移动互联网 / 不需要融资 / 2000人以上,旅游大数据软件开发,"团队氛围融洽，帅哥美女多，年假多，年终奖"
14:13发布,python,德阳·旌阳区,6k-7k,经验1-3年 / 不限,快单手,金融 / 未融资 / 150-500人,互联网金融证券/期货,"弹性工作，不加班。环境好"
09:47发布,Python开发工程师,武汉·江汉区,5k-8k,经验不限 / 不限,金恒汇投资,金融 / 未融资 / 15-50人,后端Javascript,"双休,五险一金,团建丰富"
1天前发布,高级Python研发工程师,深圳·岗厦,15k-30k,经验3-5年 / 本科,Gridsum 国双,数据服务,企业服务 / 上市公司 / 500-2000人,云计算大数据平台,"上市公司 发挥空间 折腾技术 牛人多"
11:25发布,Python开发工程师,珠海·香洲区,13k-25k,经验不限 / 不限,金山办公软件,移动互联网 / 上市公司 / 2000人以上,云计算软件开发,"待遇好,平台大,平台好,待遇好"
2018-10-29,高级Python研发工程师,北京·团结湖,20k-35k,经验5-10年 / 本科,格上添富,移动互联网,金融 / 不需要融资 / 150-500人,旅游Java,"水果零食,扁平化管理,弹性工作"
10:59发布,Python开发工程师,西安·高新技术产业开发区,9k-12k,经验3-5年 / 本科,西安朗晟法律服务有限公司,移动互联网,电子商务 / 未融资 / 15-50人,"","容易晋升"
10:30发布,Python后端工程师,北京·朝阳区,15k-30k,经验1-3年 / 本科,图森未来,移动互联网 / C轮 / 150-500人,弹性工作五险一金有力的餐品大牛云集,"行业前沿,大牛云集,发展空间大,薪酬福利好"
11:34发布,数据工程师（Python）,深圳·南山区,13k-26k,经验3-5年 / 本科,华润置地商业地产总部,其他 / 上市公司 / 500-2000人,大数据数据分析MySQL,"500强,创新业务,福利好"
2018-11-03,Python开发工程师(增长黑客方向),杭州·长河,15k-25k,经验3-5年 / 不限,微点（杭州）网络科技有限公司,移动互联网,电子商务 / 不需要融资 / 150-500人,定期体检美女多领导好扁平管理,"高速增长"
2018-10-23,ＰＨＰ兼 Python 开发工程师,广州·东圃,13k-18k,经验不限 / 大专,广府数字,区块链 电子商务 / 未融资 / 15-50人,移动互联网电商后端PHP,"打造千万级,原始股权,公司核心骨,报酬丰厚"
15:05发布,Python技术经理,上海·大柏树,20k-30k,经验3-5年 / 不限,力武田,移动互联网 / 不需要融资 / 少于15人,技术管理,"薪资待遇好,项目稳定,回报优良"
2天前发布,Python后台工程师,上海·徐汇区,8k-12k,经验1-3年 / 本科,一条视频,电子商务 / C轮 / 150-500人,电商视频后端docker,"短视频,电商,13薪"
14:08发布,高级 Python 后台开发工程师,西安·高新技术产业开发区,20k-30k,经验3-5年 / 本科,星垂智能,移动互联网,人工智能 / 不需要融资 / 15-50人,后端docker,"国际化团队,扁平化管理,完善的福利"
1天前发布,Python开发工程师,杭州·西兴,15k-25k,经验3-5年 / 本科,PingPong,金融,电子商务 / B轮 / 150-500人,电商后端服务器端算法,"跨境电商,独角兽,国内首家,顶级团队"
2天前发布,python web开发工程师,长沙·岳麓区,10k-20k,经验3-5年 / 大专,动脑科技,教育 / 未融资 / 50-150人,信息安全Linux,"前景广阔,福利优越,大平台,美女如云"
13:18发布,极光调研 - 高级 Python 工程师,深圳·南头,18k-35k,经验3-5年 / 本科,极光,移动互联网,数据服务 / 上市公司 / 500-2000人,大数据Java,"上市公司,14薪+,攻城狮氛围,牛掰团队"
10:26发布,python开发工程师,杭州·古荡,8k-15k,经验应届毕业生 / 本科,Club Factory,电子商务,移动互联网 / C轮 / 150-500人,电商后端,"弹性工作 周末双休"
1天前发布,Python开发工程师,杭州·西兴,15k-25k,经验3-5年 / 本科,PingPong,金融,电子商务 / B轮 / 150-500人,电商后端服务器端算法,"跨境电商,独角兽,国内首家,顶级团队"
2天前发布,python web开发工程师,长沙·岳麓区,10k-20k,经验3-5年 / 大专,动脑科技,教育 / 未融资 / 50-150人,信息安全Linux,"前景广阔,福利优越,大平台,美女如云"
10:26发布,python开发工程师,杭州·古荡,8k-15k,经验应届毕业生 / 本科,Club Factory,电子商务,移动互联网 / C轮 / 150-500人,电商后端,"弹性工作 周末双休"
1天前发布,python运维开发工程师,南京·江宁区,10k-20k,经验3-5年 / 本科,孩子王,移动互联网 / C轮 / 2000人以上,云计算Linux数据库,"互联网氛围,母婴行业,独角兽企业"
11:55发布,Python开发工程师,北京·万柳,10k-18k,经验3-5年 / 本科,微车,移动互联网,O2O / C轮 / 150-500人,服务器端MySQL,"一日三餐,六险一金,14薪,定期团建"
2天前发布,Python后端开发工程师,北京·望京,20k-40k,经验3-5年 / 本科,Castbox,移动互联网,文化娱乐 / B轮 / 50-150人,游戏支付服务器端JavaPHP,"大牛云集,硅谷文化,免费三餐,租房补贴"
13:19发布,python 高级开发工程师,上海·浦东新区,15k-30k,经验不限 / 本科,趣头条,移动互联网 / 上市公司 / 500-2000人,图像处理音视频视频识别,"行业独角兽"
2018-10-23,高级python研发工程师,北京·西三旗,20k-25k,经验5-10年 / 本科,诺誉投资,移动互联网,金融 / B轮 / 150-500人,分布式,"即将b轮,团队背景好"
10:07发布,资深后端研发工程师（python方向）,深圳·岗厦,25k-35k,经验5-10年 / 本科,Gridsum 国双,数据服务,企业服务 / 上市公司 / 500-2000人,云计算大数据docker云计算,"发展空间大,牛人多,弹性工作制,福利好"
09:15发布,高级爬虫工程师/python开发,长沙·岳麓区,10k-15k,经验3-5年 / 大专,连载阅读,移动互联网,电子商务 / A轮 / 15-50人,Hadoop数据挖掘数据分析,"优秀团队,技术氛围好"
15:04发布,python,上海·浦东新区,8k-15k,经验3-5年 / 本科,海万科技,移动互联网,金融 / 不需要融资 / 500-2000人,,"五险一金,过节福利,生日礼金,旅游、体检"
14:00发布,Python研发工程师（数据）,北京·四惠,20k-30k,经验1-3年 / 本科,掌阅,移动互联网 / 上市公司 / 500-2000人,机器学习搜索推荐算法,"上市公司,丰富福利,数据驱动,免费旅游"
10:52发布,Python开发工程师,上海·长阳路,20k-30k,经验3-5年 / 本科,UCloud,数据服务,企业服务 / D轮及以上 / 500-2000人,云计算Java云计算,"六险一金,领导好,独角兽公司,弹性工作"
10:38发布,python工程师,成都·高新区,8k-14k,经验1-3年 / 本科,四川长虹电器股份有限公司,硬件 / 上市公司 / 2000人以上,绩效奖金管理规范定期体检五险一金,"五险一金 年终奖 项目奖"
1天前发布,Python后端开发工程师 (MJ001090),上海·张江,15k-30k,经验1-3年 / 大专,沪江,移动互联网,教育 / D轮及以上 / 500-2000人,技能培训节日礼物年底双薪专项奖金,"互联网教育,团队牛,氛围佳,弹性办公"
10:26发布,Python开发工程师（数据方向）,杭州·古荡,15k-20k,经验1-3年 / 本科,Club Factory,电子商务,移动互联网 / C轮 / 150-500人,大数据JavaMySQL,"海量数据,世界级产品,核心业务,高复杂度"
1天前发布,Python后端开发工程师 (MJ000606),上海·张江,15k-30k,经验3-5年 / 本科,沪江,移动互联网,教育 / D轮及以上 / 500-2000人,JavaPHP,"互联网教育独角兽 上市前夕 团队牛"
09:28发布,python研发工程师,北京·四季青,15k-30k,经验5-10年 / 本科,CDS,移动互联网 / 上市公司 / 150-500人,云计算云计算,"薪酬福利好,云计算公司"
1天前发布,python开发工程师,佛山·桂城,4k-8k,经验不限 / 大专,炫鲸科技,不限 / 未融资 / 少于15人,医疗健康JavaPHP,"五险,技术氛围好,精品项目,职业规划"
1天前发布,python工程师,天津·天拖地区,10k-20k,经验5-10年 / 本科,先特网络,硬件,数据服务 / 未融资 / 150-500人,信息安全大数据后端分布式爬虫架构,"年底双薪 绩效奖金"
10:19发布,Python后端开发工程师,南京·雨花台区,10k-20k,经验3-5年 / 本科,南京网眼软件有限公司,移动互联网 / 不需要融资 / 150-500人,MySQLLinux/Unix,"免费三餐,出国旅游,双休,扁平化管理"
10:07发布,python开发工程师,北京·太阳宫,20k-40k,经验1-3年 / 本科,老虎集团,移动互联网,金融 / C轮 / 150-500人,金融docker,"6险一金,期权股票,团队氛围好,地铁周边"
14:39发布,高级Python开发工程师,西安·曲江新区,12k-18k,经验5-10年 / 本科,维视科技,移动互联网 / A轮 / 15-50人,移动互联网大数据图像处理,"美资企业,人工智能,深度学习,计算机视觉"
10:52发布,高级Python开发工程师,上海·长阳路,25k-35k,经验5-10年 / 本科,UCloud,数据服务,企业服务 / D轮及以上 / 500-2000人,云计算Java云计算,"六险一金,弹性工作,年终旅游,技术挑战"
10:37发布,Python开发工程师,上海·浦东新区,20k-35k,经验5-10年 / 本科,趣头条,移动互联网 / 上市公司 / 500-2000人,后端,"发展"
09:48发布,Python工程师,北京·中关村,15k-30k,经验3-5年 / 大专,新东方教育行业研究院,移动互联网,教育 / B轮 / 150-500人,五险一金带薪年假节日礼物午餐补助,"机会多多,K12,平台好"
1天前发布,Python开发实习生-短视频方向,上海·黄浦区,4k-8k,经验不限 / 本科,字节跳动,移动互联网,数据服务 / C轮 / 2000人以上,后端,"弹性工作，餐补，租房补贴，休闲下午茶，扁平管理，过亿用户，职业大牛，团队氛围好，优厚薪资"
10:38发布,python工程师,成都·高新区,8k-15k,经验3-5年 / 本科,四川长虹电器股份有限公司,硬件 / 上市公司 / 2000人以上,绩效奖金管理规范定期体检五险一金,"五险一金,年终奖,项目奖"
14:04发布,python中高级工程师,北京·望京,20k-30k,经验3-5年 / 本科,共识无限,移动互联网,金融 / A轮 / 15-50人,Linux/Unix后端区块链,"弹性时间,六险一金,发展空间大"
1天前发布,Python 工程师,厦门·莲前,15k-25k,经验1-3年 / 本科,舞刀弄影,文化娱乐 / 天使轮 / 15-50人,移动互联网,"弹性工作,团队氛围好,前景广阔"
15:47发布,python开发,北京·朝阳区,10k-18k,经验3-5年 / 本科,瞬联软件科技（北京）有限公司,移动互联网 ,企业服务 / 不需要融资 / 500-2000人,后端,"七险一金,带薪年假,弹性工作,职位晋升"
14:34发布,Python开发工程师,北京·上地,25k-50k,经验3-5年 / 本科,贝壳,移动互联网,O2O / C轮 / 2000人以上,股票期权带薪年假绩效奖金扁平管理,"扁平管理,六险二金,免费三餐,弹性工作"
11:01发布,Python,北京·上地,25k-30k,经验3-5年 / 本科,瓜子二手车直卖网,O2O / C轮 / 2000人以上,平台中间件GO分布式,"核心项目,中间件团队,底层方向,等你来挑战"
1天前发布,python开发,西安·雁塔区,9k-16k,经验1-3年 / 本科,通力互联,电子商务,企业服务 / 不需要融资 / 2000人以上,绩效奖金交通补助定期体检通讯津贴,"开发"
